"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00174853491089608,151.548438549042
0.05,-0.00110129508067146,0.0356896676482245,150.633512735367
0.1,-0.00120764339845803,0.0722828923485042,149.995131492615
0.15,-0.00101298494380446,0.110384455689133,151.193424463272
0.2,-0.000257882657301495,0.149829846057543,148.805362701416
0.25,0.000219341752860264,0.190809509294912,150.03432059288
0.3,0.00110810369073132,0.233308663031614,151.038844823837
0.35,0.00304664869211727,0.277303522244335,149.504600524902
0.4,0.00638568158686011,0.322778116725893,149.766836881638
0.45,0.0119795245316748,0.36983798421284,150.68307352066
0.5,0.0207839425569307,0.418589853854049,150.035907745361
0.55,0.0339387978322117,0.468742017453217,149.608425378799
0.6,0.053225719544964,0.520576997008515,149.787370204926
